,DOE,r1,r2,r3,r4,theta1,theta2,theta3,theta4,theta5,theta6
31,doe32,1.9429058729435407,2.1407261275339473,0.6260850114556674,1.8367773467312885,56.357300560354275,67.41375455998994,94.02240442562535,106.73046225645848,72.86770131115968,155.21257939344835
32,doe33,2.1058689879862285,2.566772586568401,0.37568318092437303,2.00849387600537,88.4454061158451,121.41186893829496,73.65811624268184,98.64994901926548,87.05910481733912,163.78339701434933
33,doe34,2.3491736193062045,2.566772586568401,0.37568318092437303,2.00849387600537,90.09804972818009,114.11290702688032,80.85595536468267,98.64994901926548,87.05910481733912,163.78339701434933
34,doe35,2.1058689879862285,2.579405500269163,0.37568318092437303,2.00849387600537,84.37804926621342,121.41186893829496,73.65811624268184,95.2012310130403,92.15115727364977,163.78339701434933
35,doe36,2.3491736193062045,2.579405500269163,0.37568318092437303,2.00849387600537,85.24631078686463,114.11290702688032,80.85595536468267,95.2012310130403,92.15115727364977,163.78339701434933
36,doe37,2.1058689879862285,2.566772586568401,0.6260850114556674,2.00849387600537,88.4454061158451,91.6574762799042,73.65811624268184,101.045299873293,87.05910481733912,163.1466066133867
37,doe38,2.3491736193062045,2.566772586568401,0.6260850114556674,2.00849387600537,90.09804972818009,84.34788283983775,80.85595536468267,101.045299873293,87.05910481733912,163.1466066133867
38,doe39,2.1058689879862285,2.579405500269163,0.6260850114556674,2.00849387600537,84.37804926621342,91.6574762799042,73.65811624268184,94.6293476300288,92.15115727364977,163.1466066133867
39,doe40,2.3491736193062045,2.579405500269163,0.6260850114556674,2.00849387600537,85.24631078686463,84.34788283983775,80.85595536468267,94.6293476300288,92.15115727364977,163.1466066133867
40,doe41,2.1058689879862285,2.566772586568401,0.37568318092437303,1.8367773467312885,88.4454061158451,121.41186893829496,65.62021808109039,98.64994901926548,88.66405064661966,169.76372044184714
41,doe42,2.3491736193062045,2.566772586568401,0.37568318092437303,1.8367773467312885,90.09804972818009,114.11290702688032,72.77632558026639,98.64994901926548,88.66405064661966,169.76372044184714
42,doe43,2.1058689879862285,2.579405500269163,0.37568318092437303,1.8367773467312885,84.37804926621342,121.41186893829496,65.62021808109039,95.2012310130403,92.89286671497196,169.76372044184714
43,doe44,2.3491736193062045,2.579405500269163,0.37568318092437303,1.8367773467312885,85.24631078686463,114.11290702688032,72.77632558026639,95.2012310130403,92.89286671497196,169.76372044184714
44,doe45,2.1058689879862285,2.566772586568401,0.6260850114556674,1.8367773467312885,88.4454061158451,91.6574762799042,65.62021808109039,101.045299873293,88.66405064661966,155.21257939344835
45,doe46,2.3491736193062045,2.566772586568401,0.6260850114556674,1.8367773467312885,90.09804972818009,84.34788283983775,72.77632558026639,101.045299873293,88.66405064661966,155.21257939344835
46,doe47,2.1058689879862285,2.579405500269163,0.6260850114556674,1.8367773467312885,84.37804926621342,91.6574762799042,65.62021808109039,94.6293476300288,92.89286671497196,155.21257939344835
47,doe48,2.3491736193062045,2.579405500269163,0.6260850114556674,1.8367773467312885,85.24631078686463,84.34788283983775,72.77632558026639,94.6293476300288,92.89286671497196,155.21257939344835
48,doe49,1.6509028158955903,2.566772586568401,0.37568318092437303,2.00849387600537,69.3707872284943,101.11378528842307,95.10268028375178,98.64994901926548,87.05910481733912,163.78339701434933
49,doe50,1.9429058729435407,2.566772586568401,0.37568318092437303,2.00849387600537,74.13641621749464,94.86139568798214,101.30797767556795,98.64994901926548,87.05910481733912,163.78339701434933
50,doe51,1.6509028158955903,2.579405500269163,0.37568318092437303,2.00849387600537,63.156186891494656,101.11378528842307,95.10268028375178,95.2012310130403,92.15115727364977,163.78339701434933
51,doe52,1.9429058729435407,2.579405500269163,0.37568318092437303,2.00849387600537,67.46047326248276,94.86139568798214,101.30797767556795,95.2012310130403,92.15115727364977,163.78339701434933
52,doe53,1.6509028158955903,2.566772586568401,0.6260850114556674,2.00849387600537,69.3707872284943,74.407684898257,95.10268028375178,101.045299873293,87.05910481733912,163.1466066133867
53,doe54,1.9429058729435407,2.566772586568401,0.6260850114556674,2.00849387600537,74.13641621749464,67.41375455998994,101.30797767556795,101.045299873293,87.05910481733912,163.1466066133867
54,doe55,1.6509028158955903,2.579405500269163,0.6260850114556674,2.00849387600537,63.156186891494656,74.407684898257,95.10268028375178,94.6293476300288,92.15115727364977,163.1466066133867
55,doe56,1.9429058729435407,2.579405500269163,0.6260850114556674,2.00849387600537,67.46047326248276,67.41375455998994,101.30797767556795,94.6293476300288,92.15115727364977,163.1466066133867
56,doe57,1.6509028158955903,2.566772586568401,0.37568318092437303,1.8367773467312885,69.3707872284943,101.11378528842307,88.13058799727229,98.64994901926548,88.66405064661966,169.76372044184714
57,doe58,1.9429058729435407,2.566772586568401,0.37568318092437303,1.8367773467312885,74.13641621749464,94.86139568798214,94.02240442562535,98.64994901926548,88.66405064661966,169.76372044184714
58,doe59,1.6509028158955903,2.579405500269163,0.37568318092437303,1.8367773467312885,63.156186891494656,101.11378528842307,88.13058799727229,95.2012310130403,92.89286671497196,169.76372044184714
59,doe60,1.9429058729435407,2.579405500269163,0.37568318092437303,1.8367773467312885,67.46047326248276,94.86139568798214,94.02240442562535,95.2012310130403,92.89286671497196,169.76372044184714
60,doe61,1.6509028158955903,2.566772586568401,0.6260850114556674,1.8367773467312885,69.3707872284943,74.407684898257,88.13058799727229,101.045299873293,88.66405064661966,155.21257939344835
61,doe62,1.9429058729435407,2.566772586568401,0.6260850114556674,1.8367773467312885,74.13641621749464,67.41375455998994,94.02240442562535,101.045299873293,88.66405064661966,155.21257939344835
62,doe63,1.6509028158955903,2.579405500269163,0.6260850114556674,1.8367773467312885,63.156186891494656,74.407684898257,88.13058799727229,94.6293476300288,92.89286671497196,155.21257939344835
63,doe64,1.9429058729435407,2.579405500269163,0.6260850114556674,1.8367773467312885,67.46047326248276,67.41375455998994,94.02240442562535,94.6293476300288,92.89286671497196,155.21257939344835
64,doe65,2.1058689879862285,2.135111142880135,1.493636479872164,2.00849387600537,68.96717416278257,131.23912106426496,73.65811624268184,88.68934412146315,68.27974746256326,138.14454702987385
65,doe66,2.3491736193062045,2.135111142880135,1.493636479872164,2.00849387600537,72.5163423690255,126.28144509879205,80.85595536468267,88.68934412146315,68.27974746256326,138.14454702987385
66,doe67,2.1058689879862285,2.1407261275339473,1.493636479872164,2.00849387600537,63.25335788955789,131.23912106426496,73.65811624268184,87.96720999915784,74.42057726703912,138.14454702987385
67,doe68,2.3491736193062045,2.1407261275339473,1.493636479872164,2.00849387600537,65.94288120358092,126.28144509879205,80.85595536468267,87.96720999915784,74.42057726703912,138.14454702987385
68,doe69,2.1058689879862285,2.135111142880135,1.5887142439832618,2.00849387600537,68.96717416278257,121.19395023538436,73.65811624268184,91.09805466114217,68.27974746256326,149.30653560895294
69,doe70,2.3491736193062045,2.135111142880135,1.5887142439832618,2.00849387600537,72.5163423690255,115.48068699392782,80.85595536468267,91.09805466114217,68.27974746256326,149.30653560895294
70,doe71,2.1058689879862285,2.1407261275339473,1.5887142439832618,2.00849387600537,63.25335788955789,121.19395023538436,73.65811624268184,88.38405842012496,74.42057726703912,149.30653560895294
71,doe72,2.3491736193062045,2.1407261275339473,1.5887142439832618,2.00849387600537,65.94288120358092,115.48068699392782,80.85595536468267,88.38405842012496,74.42057726703912,149.30653560895294
72,doe73,2.1058689879862285,2.135111142880135,1.493636479872164,1.8367773467312885,68.96717416278257,131.23912106426496,65.62021808109039,88.68934412146315,67.83367118537039,144.75593563394912
73,doe74,2.3491736193062045,2.135111142880135,1.493636479872164,1.8367773467312885,72.5163423690255,126.28144509879205,72.77632558026639,88.68934412146315,67.83367118537039,144.75593563394912
74,doe75,2.1058689879862285,2.1407261275339473,1.493636479872164,1.8367773467312885,63.25335788955789,131.23912106426496,65.62021808109039,87.96720999915784,72.86770131115968,144.75593563394912
75,doe76,2.3491736193062045,2.1407261275339473,1.493636479872164,1.8367773467312885,65.94288120358092,126.28144509879205,72.77632558026639,87.96720999915784,72.86770131115968,144.75593563394912
76,doe77,2.1058689879862285,2.135111142880135,1.5887142439832618,1.8367773467312885,68.96717416278257,121.19395023538436,65.62021808109039,91.09805466114217,67.83367118537039,154.64948517901365
77,doe78,2.3491736193062045,2.135111142880135,1.5887142439832618,1.8367773467312885,72.5163423690255,115.48068699392782,72.77632558026639,91.09805466114217,67.83367118537039,154.64948517901365
78,doe79,2.1058689879862285,2.1407261275339473,1.5887142439832618,1.8367773467312885,63.25335788955789,121.19395023538436,65.62021808109039,88.38405842012496,72.86770131115968,154.64948517901365
79,doe80,2.3491736193062045,2.1407261275339473,1.5887142439832618,1.8367773467312885,65.94288120358092,115.48068699392782,72.77632558026639,88.38405842012496,72.86770131115968,154.64948517901365
80,doe81,1.6509028158955903,2.135111142880135,1.493636479872164,2.00849387600537,58.51283655282399,101.98581904964263,95.10268028375178,88.68934412146315,68.27974746256326,138.14454702987385
81,doe82,1.9429058729435407,2.135111142880135,1.493636479872164,2.00849387600537,65.2180939482684,99.58927431418398,101.30797767556795,88.68934412146315,68.27974746256326,138.14454702987385
82,doe83,1.6509028158955903,2.1407261275339473,1.493636479872164,2.00849387600537,49.86549059673164,101.98581904964263,95.10268028375178,87.96720999915784,74.42057726703912,138.14454702987385
83,doe84,1.9429058729435407,2.1407261275339473,1.493636479872164,2.00849387600537,56.357300560354275,99.58927431418398,101.30797767556795,87.96720999915784,74.42057726703912,138.14454702987385
84,doe85,1.6509028158955903,2.135111142880135,1.5887142439832618,2.00849387600537,58.51283655282399,92.67999149102432,95.10268028375178,91.09805466114217,68.27974746256326,149.30653560895294
85,doe86,1.9429058729435407,2.135111142880135,1.5887142439832618,2.00849387600537,65.2180939482684,89.31113200466909,101.30797767556795,91.09805466114217,68.27974746256326,149.30653560895294
86,doe87,1.6509028158955903,2.1407261275339473,1.5887142439832618,2.00849387600537,49.86549059673164,92.67999149102432,95.10268028375178,88.38405842012496,74.42057726703912,149.30653560895294
87,doe88,1.9429058729435407,2.1407261275339473,1.5887142439832618,2.00849387600537,56.357300560354275,89.31113200466909,101.30797767556795,88.38405842012496,74.42057726703912,149.30653560895294
88,doe89,1.6509028158955903,2.135111142880135,1.493636479872164,1.8367773467312885,58.51283655282399,101.98581904964263,88.13058799727229,88.68934412146315,67.83367118537039,144.75593563394912
89,doe90,1.9429058729435407,2.135111142880135,1.493636479872164,1.8367773467312885,65.2180939482684,99.58927431418398,94.02240442562535,88.68934412146315,67.83367118537039,144.75593563394912
90,doe91,1.6509028158955903,2.1407261275339473,1.493636479872164,1.8367773467312885,49.86549059673164,101.98581904964263,88.13058799727229,87.96720999915784,72.86770131115968,144.75593563394912
91,doe92,1.9429058729435407,2.1407261275339473,1.493636479872164,1.8367773467312885,56.357300560354275,99.58927431418398,94.02240442562535,87.96720999915784,72.86770131115968,144.75593563394912
92,doe93,1.6509028158955903,2.135111142880135,1.5887142439832618,1.8367773467312885,58.51283655282399,92.67999149102432,88.13058799727229,91.09805466114217,67.83367118537039,154.64948517901365
93,doe94,1.9429058729435407,2.135111142880135,1.5887142439832618,1.8367773467312885,65.2180939482684,89.31113200466909,94.02240442562535,91.09805466114217,67.83367118537039,154.64948517901365
94,doe95,1.6509028158955903,2.1407261275339473,1.5887142439832618,1.8367773467312885,49.86549059673164,92.67999149102432,88.13058799727229,88.38405842012496,72.86770131115968,154.64948517901365
95,doe96,1.9429058729435407,2.1407261275339473,1.5887142439832618,1.8367773467312885,56.357300560354275,89.31113200466909,94.02240442562535,88.38405842012496,72.86770131115968,154.64948517901365
96,doe97,2.1058689879862285,2.566772586568401,1.493636479872164,2.00849387600537,88.4454061158451,131.23912106426496,73.65811624268184,64.5339639746237,87.05910481733912,138.14454702987385
97,doe98,2.3491736193062045,2.566772586568401,1.493636479872164,2.00849387600537,90.09804972818009,126.28144509879205,80.85595536468267,64.5339639746237,87.05910481733912,138.14454702987385
98,doe99,2.1058689879862285,2.579405500269163,1.493636479872164,2.00849387600537,84.37804926621342,131.23912106426496,73.65811624268184,63.471887111340294,92.15115727364977,138.14454702987385
99,doe100,2.3491736193062045,2.579405500269163,1.493636479872164,2.00849387600537,85.24631078686463,126.28144509879205,80.85595536468267,63.471887111340294,92.15115727364977,138.14454702987385
100,doe101,2.1058689879862285,2.566772586568401,1.5887142439832618,2.00849387600537,88.4454061158451,121.19395023538436,73.65811624268184,68.08733748559362,87.05910481733912,149.30653560895294
101,doe102,2.3491736193062045,2.566772586568401,1.5887142439832618,2.00849387600537,90.09804972818009,115.48068699392782,80.85595536468267,68.08733748559362,87.05910481733912,149.30653560895294
102,doe103,2.1058689879862285,2.579405500269163,1.5887142439832618,2.00849387600537,84.37804926621342,121.19395023538436,73.65811624268184,65.26295851149189,92.15115727364977,149.30653560895294
103,doe104,2.3491736193062045,2.579405500269163,1.5887142439832618,2.00849387600537,85.24631078686463,115.48068699392782,80.85595536468267,65.26295851149189,92.15115727364977,149.30653560895294
104,doe105,2.1058689879862285,2.566772586568401,1.493636479872164,1.8367773467312885,88.4454061158451,131.23912106426496,65.62021808109039,64.5339639746237,88.66405064661966,144.75593563394912
105,doe106,2.3491736193062045,2.566772586568401,1.493636479872164,1.8367773467312885,90.09804972818009,126.28144509879205,72.77632558026639,64.5339639746237,88.66405064661966,144.75593563394912
106,doe107,2.1058689879862285,2.579405500269163,1.493636479872164,1.8367773467312885,84.37804926621342,131.23912106426496,65.62021808109039,63.471887111340294,92.89286671497196,144.75593563394912
107,doe108,2.3491736193062045,2.579405500269163,1.493636479872164,1.8367773467312885,85.24631078686463,126.28144509879205,72.77632558026639,63.471887111340294,92.89286671497196,144.75593563394912
108,doe109,2.1058689879862285,2.566772586568401,1.5887142439832618,1.8367773467312885,88.4454061158451,121.19395023538436,65.62021808109039,68.08733748559362,88.66405064661966,154.64948517901365
109,doe110,2.3491736193062045,2.566772586568401,1.5887142439832618,1.8367773467312885,90.09804972818009,115.48068699392782,72.77632558026639,68.08733748559362,88.66405064661966,154.64948517901365
110,doe111,2.1058689879862285,2.579405500269163,1.5887142439832618,1.8367773467312885,84.37804926621342,121.19395023538436,65.62021808109039,65.26295851149189,92.89286671497196,154.64948517901365
111,doe112,2.3491736193062045,2.579405500269163,1.5887142439832618,1.8367773467312885,85.24631078686463,115.48068699392782,72.77632558026639,65.26295851149189,92.89286671497196,154.64948517901365
112,doe113,1.6509028158955903,2.566772586568401,1.493636479872164,2.00849387600537,69.3707872284943,101.98581904964263,95.10268028375178,64.5339639746237,87.05910481733912,138.14454702987385
113,doe114,1.9429058729435407,2.566772586568401,1.493636479872164,2.00849387600537,74.13641621749464,99.58927431418398,101.30797767556795,64.5339639746237,87.05910481733912,138.14454702987385
114,doe115,1.6509028158955903,2.579405500269163,1.493636479872164,2.00849387600537,63.156186891494656,101.98581904964263,95.10268028375178,63.471887111340294,92.15115727364977,138.14454702987385
115,doe116,1.9429058729435407,2.579405500269163,1.493636479872164,2.00849387600537,67.46047326248276,99.58927431418398,101.30797767556795,63.471887111340294,92.15115727364977,138.14454702987385
116,doe117,1.6509028158955903,2.566772586568401,1.5887142439832618,2.00849387600537,69.3707872284943,92.67999149102432,95.10268028375178,68.08733748559362,87.05910481733912,149.30653560895294
117,doe118,1.9429058729435407,2.566772586568401,1.5887142439832618,2.00849387600537,74.13641621749464,89.31113200466909,101.30797767556795,68.08733748559362,87.05910481733912,149.30653560895294
118,doe119,1.6509028158955903,2.579405500269163,1.5887142439832618,2.00849387600537,63.156186891494656,92.67999149102432,95.10268028375178,65.26295851149189,92.15115727364977,149.30653560895294
119,doe120,1.9429058729435407,2.579405500269163,1.5887142439832618,2.00849387600537,67.46047326248276,89.31113200466909,101.30797767556795,65.26295851149189,92.15115727364977,149.30653560895294
120,doe121,1.6509028158955903,2.566772586568401,1.493636479872164,1.8367773467312885,69.3707872284943,101.98581904964263,88.13058799727229,64.5339639746237,88.66405064661966,144.75593563394912
121,doe122,1.9429058729435407,2.566772586568401,1.493636479872164,1.8367773467312885,74.13641621749464,99.58927431418398,94.02240442562535,64.5339639746237,88.66405064661966,144.75593563394912
122,doe123,1.6509028158955903,2.579405500269163,1.493636479872164,1.8367773467312885,63.156186891494656,101.98581904964263,88.13058799727229,63.471887111340294,92.89286671497196,144.75593563394912
123,doe124,1.9429058729435407,2.579405500269163,1.493636479872164,1.8367773467312885,67.46047326248276,99.58927431418398,94.02240442562535,63.471887111340294,92.89286671497196,144.75593563394912
124,doe125,1.6509028158955903,2.566772586568401,1.5887142439832618,1.8367773467312885,69.3707872284943,92.67999149102432,88.13058799727229,68.08733748559362,88.66405064661966,154.64948517901365
125,doe126,1.9429058729435407,2.566772586568401,1.5887142439832618,1.8367773467312885,74.13641621749464,89.31113200466909,94.02240442562535,68.08733748559362,88.66405064661966,154.64948517901365
126,doe127,1.6509028158955903,2.579405500269163,1.5887142439832618,1.8367773467312885,63.156186891494656,92.67999149102432,88.13058799727229,65.26295851149189,92.89286671497196,154.64948517901365
127,doe128,1.9429058729435407,2.579405500269163,1.5887142439832618,1.8367773467312885,67.46047326248276,89.31113200466909,94.02240442562535,65.26295851149189,92.89286671497196,154.64948517901365
128,doe129,2.1058689879862285,2.135111142880135,0.37568318092437303,1.5015463582037878,68.96717416278257,121.41186893829496,90.48811904869139,120.78892763017573,56.52267915347307,146.0038395194632
129,doe130,2.3491736193062045,2.135111142880135,0.37568318092437303,1.5015463582037878,72.5163423690255,114.11290702688032,97.71954443918442,120.78892763017573,56.52267915347307,146.0038395194632
130,doe131,2.1058689879862285,2.1407261275339473,0.37568318092437303,1.5015463582037878,63.25335788955789,121.41186893829496,90.48811904869139,116.4941638774598,65.01250338288173,146.0038395194632
131,doe132,2.3491736193062045,2.1407261275339473,0.37568318092437303,1.5015463582037878,65.94288120358092,114.11290702688032,97.71954443918442,116.4941638774598,65.01250338288173,146.0038395194632
132,doe133,2.1058689879862285,2.135111142880135,0.6260850114556674,1.5015463582037878,68.96717416278257,91.6574762799042,90.48811904869139,114.68670303565682,56.52267915347307,169.20719887658328
133,doe134,2.3491736193062045,2.135111142880135,0.6260850114556674,1.5015463582037878,72.5163423690255,84.34788283983775,97.71954443918442,114.68670303565682,56.52267915347307,169.20719887658328
134,doe135,2.1058689879862285,2.1407261275339473,0.6260850114556674,1.5015463582037878,63.25335788955789,91.6574762799042,90.48811904869139,106.73046225645848,65.01250338288173,169.20719887658328
135,doe136,2.3491736193062045,2.1407261275339473,0.6260850114556674,1.5015463582037878,65.94288120358092,84.34788283983775,97.71954443918442,106.73046225645848,65.01250338288173,169.20719887658328
136,doe137,2.1058689879862285,2.135111142880135,0.37568318092437303,1.248357816361202,68.96717416278257,121.41186893829496,82.2381952632973,120.78892763017573,51.34882676241248,152.77322522493228
137,doe138,2.3491736193062045,2.135111142880135,0.37568318092437303,1.248357816361202,72.5163423690255,114.11290702688032,89.42747120104049,120.78892763017573,51.34882676241248,152.77322522493228
138,doe139,2.1058689879862285,2.1407261275339473,0.37568318092437303,1.248357816361202,63.25335788955789,121.41186893829496,82.2381952632973,116.4941638774598,59.27292848627468,152.77322522493228
139,doe140,2.3491736193062045,2.1407261275339473,0.37568318092437303,1.248357816361202,65.94288120358092,114.11290702688032,89.42747120104049,116.4941638774598,59.27292848627468,152.77322522493228
140,doe141,2.1058689879862285,2.135111142880135,0.6260850114556674,1.248357816361202,68.96717416278257,91.6574762799042,82.2381952632973,114.68670303565682,51.34882676241248,165.99988554301038
141,doe142,2.3491736193062045,2.135111142880135,0.6260850114556674,1.248357816361202,72.5163423690255,84.34788283983775,89.42747120104049,114.68670303565682,51.34882676241248,165.99988554301038
142,doe143,2.1058689879862285,2.1407261275339473,0.6260850114556674,1.248357816361202,63.25335788955789,91.6574762799042,82.2381952632973,106.73046225645848,59.27292848627468,165.99988554301038
143,doe144,2.3491736193062045,2.1407261275339473,0.6260850114556674,1.248357816361202,65.94288120358092,84.34788283983775,89.42747120104049,106.73046225645848,59.27292848627468,165.99988554301038
144,doe145,1.6509028158955903,2.135111142880135,0.37568318092437303,1.5015463582037878,58.51283655282399,101.11378528842307,102.97620484962941,120.78892763017573,56.52267915347307,146.0038395194632
145,doe146,1.9429058729435407,2.135111142880135,0.37568318092437303,1.5015463582037878,65.2180939482684,94.86139568798214,110.34333719517728,120.78892763017573,56.52267915347307,146.0038395194632
146,doe147,1.6509028158955903,2.1407261275339473,0.37568318092437303,1.5015463582037878,49.86549059673164,101.11378528842307,102.97620484962941,116.4941638774598,65.01250338288173,146.0038395194632
147,doe148,1.9429058729435407,2.1407261275339473,0.37568318092437303,1.5015463582037878,56.357300560354275,94.86139568798214,110.34333719517728,116.4941638774598,65.01250338288173,146.0038395194632
148,doe149,1.6509028158955903,2.135111142880135,0.6260850114556674,1.5015463582037878,58.51283655282399,74.407684898257,102.97620484962941,114.68670303565682,56.52267915347307,169.20719887658328
149,doe150,1.9429058729435407,2.135111142880135,0.6260850114556674,1.5015463582037878,65.2180939482684,67.41375455998994,110.34333719517728,114.68670303565682,56.52267915347307,169.20719887658328
150,doe151,1.6509028158955903,2.1407261275339473,0.6260850114556674,1.5015463582037878,49.86549059673164,74.407684898257,102.97620484962941,106.73046225645848,65.01250338288173,169.20719887658328
151,doe152,1.9429058729435407,2.1407261275339473,0.6260850114556674,1.5015463582037878,56.357300560354275,67.41375455998994,110.34333719517728,106.73046225645848,65.01250338288173,169.20719887658328
152,doe153,1.6509028158955903,2.135111142880135,0.37568318092437303,1.248357816361202,58.51283655282399,101.11378528842307,94.67812434527413,120.78892763017573,51.34882676241248,152.77322522493228
153,doe154,1.9429058729435407,2.135111142880135,0.37568318092437303,1.248357816361202,65.2180939482684,94.86139568798214,102.00276499891152,120.78892763017573,51.34882676241248,152.77322522493228
154,doe155,1.6509028158955903,2.1407261275339473,0.37568318092437303,1.248357816361202,49.86549059673164,101.11378528842307,94.67812434527413,116.4941638774598,59.27292848627468,152.77322522493228
155,doe156,1.9429058729435407,2.1407261275339473,0.37568318092437303,1.248357816361202,56.357300560354275,94.86139568798214,102.00276499891152,116.4941638774598,59.27292848627468,152.77322522493228
156,doe157,1.6509028158955903,2.135111142880135,0.6260850114556674,1.248357816361202,58.51283655282399,74.407684898257,94.67812434527413,114.68670303565682,51.34882676241248,165.99988554301038
